x	VE	analog 5.24
x	HN	tinctoriacottage.com
W	Rr	2742	1.098	2025	03	16
W	Rr	3012	1.206	2025	03	09
W	Rr	3138	1.257	2025	03	02
W	Rr	3078	1.232	2025	02	23
W	Rr	2238	0.896	2025	02	16
W	Rr	2136	0.855	2025	02	09
W	Rr	2190	0.877	2025	02	02
W	Rr	1416	0.567	2025	01	26
W	Rr	2202	0.882	2025	01	19
W	Rr	3174	1.271	2025	01	12
W	Rr	4506	1.804	2025	01	05
W	Rr	3273	1.311	2024	12	29
W	Rr	1978	0.792	2024	12	22
W	Rr	1596	0.639	2024	12	15
W	Rr	2256	0.903	2024	12	08
W	Rr	1800	0.721	2024	12	01
W	Rr	1908	0.764	2024	11	24
W	Rr	1446	0.579	2024	11	17
W	Rr	2808	1.124	2024	11	10
W	Rr	1620	0.649	2024	11	03
W	Rr	1854	0.742	2024	10	27
W	Rr	2670	1.069	2024	10	20
W	Rr	3318	1.329	2024	10	13
W	Rr	3174	1.271	2024	10	06
W	Rr	2350	0.941	2024	09	29
W	Rr	2687	1.076	2024	09	22
W	Rr	4374	1.751	2024	09	15
W	Rr	4740	1.898	2024	09	08
W	Rr	2832	1.134	2024	09	01
W	Rr	2628	1.052	2024	08	25
W	Rr	3690	1.478	2024	08	18
W	Rr	4344	1.739	2024	08	11
W	Rr	4518	1.809	2024	08	04
W	Rr	3840	1.538	2024	07	28
W	Rr	2268	0.908	2024	07	21
W	Rr	2910	1.165	2024	07	14
W	Rr	2760	1.105	2024	07	07
W	Rr	2649	1.061	2024	06	30
W	Rr	2746	1.100	2024	06	23
W	Rr	1836	0.735	2024	06	16
W	Rr	2040	0.817	2024	06	09
W	Rr	1260	0.505	2024	06	02
W	Rr	1500	0.601	2024	05	26
W	Rr	1188	0.476	2024	05	19
W	Rr	2404	0.963	2024	05	12
W	Rr	1261	0.505	2024	05	05
W	Rr	996	0.399	2024	04	28
W	Rr	1860	0.745	2024	04	21
W	Rr	1752	0.702	2024	04	14
W	Rr	1377	0.551	2024	04	07
W	*BT	R	5412	2025	11	02
D	Rr	8	0.003	2025	11	16
D	Rr	90	0.036	2025	11	15
D	Rr	188	0.075	2025	11	14
D	Rr	337	0.135	2025	11	13
D	Rr	582	0.233	2025	11	12
D	Rr	572	0.229	2025	11	11
D	Rr	900	0.360	2025	11	10
D	Rr	636	0.255	2025	11	09
D	Rr	696	0.279	2025	11	08
D	Rr	792	0.317	2025	11	07
D	Rr	960	0.384	2025	11	06
D	Rr	498	0.199	2025	11	05
D	Rr	930	0.372	2025	11	04
D	Rr	870	0.348	2025	11	03
D	Rr	666	0.267	2025	11	02
D	Rr	738	0.296	2025	11	01
D	Rr	726	0.291	2025	10	31
D	Rr	930	0.372	2025	10	30
D	Rr	744	0.298	2025	10	29
D	Rr	756	0.303	2025	10	28
D	Rr	762	0.305	2025	10	27
D	Rr	690	0.276	2025	10	26
D	Rr	810	0.324	2025	10	25
D	Rr	864	0.346	2025	10	24
D	Rr	714	0.286	2025	10	23
D	Rr	936	0.375	2025	10	22
D	Rr	750	0.300	2025	10	21
D	Rr	420	0.168	2025	10	20
D	Rr	822	0.329	2025	10	19
D	Rr	768	0.308	2025	10	18
D	Rr	792	0.317	2025	10	17
D	Rr	942	0.377	2025	10	16
D	Rr	588	0.235	2025	10	15
D	Rr	720	0.288	2025	10	14
D	Rr	480	0.192	2025	10	13
D	Rr	822	0.329	2025	10	12
D	Rr	480	0.192	2025	10	11
D	Rr	924	0.370	2025	10	10
D	Rr	684	0.274	2025	10	09
D	Rr	390	0.156	2025	10	08
D	Rr	570	0.228	2025	10	07
D	Rr	396	0.159	2025	10	06
D	*BT	R	1482	2025	04	08
d	Rr	35831	14.347	Sun
d	Rr	35281	14.127	Mon
d	Rr	37972	15.205	Tue
d	Rr	35605	14.257	Wed
d	Rr	37123	14.865	Thu
d	Rr	34805	13.936	Fri
d	Rr	33124	13.263	Sat
H	Rr	4	0.002	2025	11	16	04
H	Rr	0	0.000	2025	11	16	03
H	Rr	3	0.001	2025	11	16	02
H	Rr	0	0.000	2025	11	16	01
H	Rr	1	0.000	2025	11	16	00
H	Rr	0	0.000	2025	11	15	23
H	Rr	3	0.001	2025	11	15	22
H	Rr	25	0.010	2025	11	15	21
H	Rr	2	0.001	2025	11	15	20
H	Rr	0	0.000	2025	11	15	19
H	Rr	0	0.000	2025	11	15	18
H	Rr	3	0.001	2025	11	15	17
H	Rr	2	0.001	2025	11	15	16
H	Rr	2	0.001	2025	11	15	15
H	Rr	2	0.001	2025	11	15	14
H	Rr	3	0.001	2025	11	15	13
H	Rr	3	0.001	2025	11	15	12
H	Rr	2	0.001	2025	11	15	11
H	Rr	4	0.002	2025	11	15	10
H	Rr	2	0.001	2025	11	15	09
H	Rr	1	0.000	2025	11	15	08
H	Rr	0	0.000	2025	11	15	07
H	Rr	2	0.001	2025	11	15	06
H	Rr	10	0.004	2025	11	15	05
H	Rr	4	0.002	2025	11	15	04
H	Rr	4	0.002	2025	11	15	03
H	Rr	10	0.004	2025	11	15	02
H	Rr	6	0.002	2025	11	15	01
H	Rr	0	0.000	2025	11	15	00
H	Rr	2	0.001	2025	11	14	23
H	Rr	6	0.002	2025	11	14	22
H	Rr	6	0.002	2025	11	14	21
H	Rr	0	0.000	2025	11	14	20
H	Rr	0	0.000	2025	11	14	19
H	Rr	6	0.002	2025	11	14	18
H	Rr	6	0.002	2025	11	14	17
H	Rr	2	0.001	2025	11	14	16
H	Rr	6	0.002	2025	11	14	15
H	Rr	6	0.002	2025	11	14	14
H	Rr	2	0.001	2025	11	14	13
H	Rr	2	0.001	2025	11	14	12
H	Rr	94	0.038	2025	11	14	11
H	Rr	6	0.002	2025	11	14	10
H	Rr	6	0.002	2025	11	14	09
H	Rr	0	0.000	2025	11	14	08
H	Rr	2	0.001	2025	11	14	07
H	Rr	0	0.000	2025	11	14	06
H	Rr	9	0.004	2025	11	14	05
H	Rr	6	0.002	2025	11	14	04
H	Rr	6	0.002	2025	11	14	03
H	Rr	3	0.001	2025	11	14	02
H	Rr	9	0.004	2025	11	14	01
H	Rr	3	0.001	2025	11	14	00
H	Rr	3	0.001	2025	11	13	23
H	Rr	0	0.000	2025	11	13	22
H	Rr	6	0.002	2025	11	13	21
H	Rr	3	0.001	2025	11	13	20
H	Rr	6	0.002	2025	11	13	19
H	Rr	3	0.001	2025	11	13	18
H	Rr	9	0.004	2025	11	13	17
H	Rr	15	0.006	2025	11	13	16
H	Rr	3	0.001	2025	11	13	15
H	Rr	6	0.002	2025	11	13	14
H	Rr	3	0.001	2025	11	13	13
H	Rr	0	0.000	2025	11	13	12
H	Rr	189	0.076	2025	11	13	11
H	Rr	0	0.000	2025	11	13	10
H	Rr	12	0.005	2025	11	13	09
H	Rr	6	0.002	2025	11	13	08
H	Rr	3	0.001	2025	11	13	07
H	Rr	18	0.007	2025	11	13	06
H	Rr	12	0.005	2025	11	13	05
H	*BT	R	1068	2025	03	23	13
h	Rr	8458	3.387	00
h	Rr	9933	3.977	01
h	Rr	9038	3.619	02
h	Rr	11779	4.716	03
h	Rr	9845	3.942	04
h	Rr	8104	3.245	05
h	Rr	10434	4.178	06
h	Rr	10338	4.139	07
h	Rr	16749	6.707	08
h	Rr	15123	6.055	09
h	Rr	12763	5.110	10
h	Rr	12146	4.863	11
h	Rr	9667	3.871	12
h	Rr	10334	4.138	13
h	Rr	9093	3.641	14
h	Rr	12376	4.956	15
h	Rr	10734	4.298	16
h	Rr	8526	3.414	17
h	Rr	9668	3.871	18
h	Rr	9495	3.802	19
h	Rr	8653	3.465	20
h	Rr	8839	3.539	21
h	Rr	8531	3.416	22
h	Rr	9115	3.650	23
4	Rr	1	0.000	2025	11	16	04	45
4	Rr	2	0.001	2025	11	16	04	30
4	Rr	1	0.000	2025	11	16	04	15
4	Rr	0	0.000	2025	11	16	04	00
4	Rr	0	0.000	2025	11	16	03	45
4	Rr	0	0.000	2025	11	16	03	30
4	Rr	0	0.000	2025	11	16	03	15
4	Rr	0	0.000	2025	11	16	03	00
4	Rr	0	0.000	2025	11	16	02	45
4	Rr	0	0.000	2025	11	16	02	30
4	Rr	3	0.001	2025	11	16	02	15
4	Rr	0	0.000	2025	11	16	02	00
4	Rr	0	0.000	2025	11	16	01	45
4	Rr	0	0.000	2025	11	16	01	30
4	Rr	0	0.000	2025	11	16	01	15
4	Rr	0	0.000	2025	11	16	01	00
4	Rr	0	0.000	2025	11	16	00	45
4	Rr	0	0.000	2025	11	16	00	30
4	Rr	0	0.000	2025	11	16	00	15
4	Rr	1	0.000	2025	11	16	00	00
4	Rr	0	0.000	2025	11	15	23	45
4	Rr	0	0.000	2025	11	15	23	30
4	Rr	0	0.000	2025	11	15	23	15
4	Rr	0	0.000	2025	11	15	23	00
4	Rr	1	0.000	2025	11	15	22	45
4	Rr	1	0.000	2025	11	15	22	30
4	Rr	1	0.000	2025	11	15	22	15
4	Rr	0	0.000	2025	11	15	22	00
4	Rr	1	0.000	2025	11	15	21	45
4	Rr	0	0.000	2025	11	15	21	30
4	Rr	0	0.000	2025	11	15	21	15
4	Rr	24	0.010	2025	11	15	21	00
4	Rr	0	0.000	2025	11	15	20	45
4	Rr	0	0.000	2025	11	15	20	30
4	Rr	2	0.001	2025	11	15	20	15
4	Rr	0	0.000	2025	11	15	20	00
4	Rr	0	0.000	2025	11	15	19	45
4	Rr	0	0.000	2025	11	15	19	30
4	Rr	0	0.000	2025	11	15	19	15
4	Rr	0	0.000	2025	11	15	19	00
4	Rr	0	0.000	2025	11	15	18	45
4	Rr	0	0.000	2025	11	15	18	30
4	Rr	0	0.000	2025	11	15	18	15
4	Rr	0	0.000	2025	11	15	18	00
4	Rr	0	0.000	2025	11	15	17	45
4	Rr	0	0.000	2025	11	15	17	30
4	Rr	2	0.001	2025	11	15	17	15
4	Rr	1	0.000	2025	11	15	17	00
4	Rr	1	0.000	2025	11	15	16	45
4	Rr	1	0.000	2025	11	15	16	30
4	Rr	0	0.000	2025	11	15	16	15
4	Rr	0	0.000	2025	11	15	16	00
4	Rr	0	0.000	2025	11	15	15	45
4	Rr	1	0.000	2025	11	15	15	30
4	Rr	1	0.000	2025	11	15	15	15
4	Rr	0	0.000	2025	11	15	15	00
4	Rr	0	0.000	2025	11	15	14	45
4	Rr	1	0.000	2025	11	15	14	30
4	Rr	0	0.000	2025	11	15	14	15
4	Rr	1	0.000	2025	11	15	14	00
4	Rr	0	0.000	2025	11	15	13	45
4	Rr	1	0.000	2025	11	15	13	30
4	Rr	1	0.000	2025	11	15	13	15
4	Rr	1	0.000	2025	11	15	13	00
4	Rr	1	0.000	2025	11	15	12	45
4	Rr	0	0.000	2025	11	15	12	30
4	Rr	0	0.000	2025	11	15	12	15
4	Rr	2	0.001	2025	11	15	12	00
4	Rr	1	0.000	2025	11	15	11	45
4	Rr	0	0.000	2025	11	15	11	30
4	Rr	1	0.000	2025	11	15	11	15
4	Rr	0	0.000	2025	11	15	11	00
4	Rr	1	0.000	2025	11	15	10	45
4	Rr	2	0.001	2025	11	15	10	30
4	Rr	0	0.000	2025	11	15	10	15
4	Rr	1	0.000	2025	11	15	10	00
4	Rr	0	0.000	2025	11	15	09	45
4	Rr	1	0.000	2025	11	15	09	30
4	Rr	0	0.000	2025	11	15	09	15
4	Rr	1	0.000	2025	11	15	09	00
4	Rr	0	0.000	2025	11	15	08	45
4	Rr	0	0.000	2025	11	15	08	30
4	Rr	1	0.000	2025	11	15	08	15
4	Rr	0	0.000	2025	11	15	08	00
4	Rr	0	0.000	2025	11	15	07	45
4	Rr	0	0.000	2025	11	15	07	30
4	Rr	0	0.000	2025	11	15	07	15
4	Rr	0	0.000	2025	11	15	07	00
4	Rr	1	0.000	2025	11	15	06	45
4	Rr	0	0.000	2025	11	15	06	30
4	Rr	0	0.000	2025	11	15	06	15
4	Rr	1	0.000	2025	11	15	06	00
4	Rr	4	0.002	2025	11	15	05	45
4	Rr	0	0.000	2025	11	15	05	30
4	Rr	0	0.000	2025	11	15	05	15
4	Rr	6	0.002	2025	11	15	05	00
4	*BT	R	1050	2025	03	23	13	15
6	Rr	2313	0.926	00	00
6	Rr	2159	0.864	00	15
6	Rr	1921	0.769	00	30
6	Rr	2065	0.827	00	45
6	Rr	2511	1.005	01	00
6	Rr	1858	0.744	01	15
6	Rr	3572	1.430	01	30
6	Rr	1992	0.798	01	45
6	Rr	2328	0.932	02	00
6	Rr	2284	0.915	02	15
6	Rr	2040	0.817	02	30
6	Rr	2386	0.955	02	45
6	Rr	2633	1.054	03	00
6	Rr	3751	1.502	03	15
6	Rr	2603	1.042	03	30
6	Rr	2792	1.118	03	45
6	Rr	2364	0.947	04	00
6	Rr	1996	0.799	04	15
6	Rr	2505	1.003	04	30
6	Rr	2980	1.193	04	45
6	Rr	2131	0.853	05	00
6	Rr	1941	0.777	05	15
6	Rr	2133	0.854	05	30
6	Rr	1899	0.760	05	45
6	Rr	3241	1.298	06	00
6	Rr	2183	0.874	06	15
6	Rr	2611	1.045	06	30
6	Rr	2399	0.961	06	45
6	Rr	2756	1.104	07	00
6	Rr	2272	0.910	07	15
6	Rr	2337	0.936	07	30
6	Rr	2973	1.190	07	45
6	Rr	2669	1.069	08	00
6	Rr	2865	1.147	08	15
6	Rr	6170	2.471	08	30
6	Rr	5045	2.020	08	45
6	Rr	5220	2.090	09	00
6	Rr	3744	1.499	09	15
6	Rr	3328	1.333	09	30
6	Rr	2831	1.134	09	45
6	Rr	2171	0.869	10	00
6	Rr	2472	0.990	10	15
6	Rr	2339	0.937	10	30
6	Rr	5781	2.315	10	45
6	Rr	3392	1.358	11	00
6	Rr	2749	1.101	11	15
6	Rr	3010	1.205	11	30
6	Rr	2995	1.199	11	45
6	Rr	2074	0.830	12	00
6	Rr	2718	1.088	12	15
6	Rr	2289	0.917	12	30
6	Rr	2586	1.035	12	45
6	Rr	2232	0.894	13	00
6	Rr	3592	1.438	13	15
6	Rr	2455	0.983	13	30
6	Rr	2055	0.823	13	45
6	Rr	2041	0.817	14	00
6	Rr	2335	0.935	14	15
6	Rr	2366	0.947	14	30
6	Rr	2351	0.941	14	45
6	Rr	3395	1.359	15	00
6	Rr	3406	1.364	15	15
6	Rr	3360	1.345	15	30
6	Rr	2215	0.887	15	45
6	Rr	3414	1.367	16	00
6	Rr	2173	0.870	16	15
6	Rr	2710	1.085	16	30
6	Rr	2437	0.976	16	45
6	Rr	2114	0.846	17	00
6	Rr	1789	0.716	17	15
6	Rr	2209	0.885	17	30
6	Rr	2414	0.967	17	45
6	Rr	2253	0.902	18	00
6	Rr	1902	0.762	18	15
6	Rr	2770	1.109	18	30
6	Rr	2743	1.098	18	45
6	Rr	2470	0.989	19	00
6	Rr	2615	1.047	19	15
6	Rr	2727	1.092	19	30
6	Rr	1683	0.674	19	45
6	Rr	2158	0.864	20	00
6	Rr	2149	0.860	20	15
6	Rr	2281	0.913	20	30
6	Rr	2065	0.827	20	45
6	Rr	1611	0.645	21	00
6	Rr	3062	1.226	21	15
6	Rr	2334	0.935	21	30
6	Rr	1832	0.734	21	45
6	Rr	1943	0.778	22	00
6	Rr	1933	0.774	22	15
6	Rr	2079	0.832	22	30
6	Rr	2576	1.031	22	45
6	Rr	2131	0.853	23	00
6	Rr	2273	0.910	23	15
6	Rr	2341	0.937	23	30
6	Rr	2370	0.949	23	45
5	Rr	1	0.000	2025	11	16	04	45
5	Rr	1	0.000	2025	11	16	04	40
5	Rr	0	0.000	2025	11	16	04	35
5	Rr	1	0.000	2025	11	16	04	30
5	Rr	0	0.000	2025	11	16	04	25
5	Rr	0	0.000	2025	11	16	04	20
5	Rr	1	0.000	2025	11	16	04	15
5	Rr	0	0.000	2025	11	16	04	10
5	Rr	0	0.000	2025	11	16	04	05
5	Rr	0	0.000	2025	11	16	04	00
5	Rr	0	0.000	2025	11	16	03	55
5	Rr	0	0.000	2025	11	16	03	50
5	Rr	0	0.000	2025	11	16	03	45
5	Rr	0	0.000	2025	11	16	03	40
5	Rr	0	0.000	2025	11	16	03	35
5	Rr	0	0.000	2025	11	16	03	30
5	Rr	0	0.000	2025	11	16	03	25
5	Rr	0	0.000	2025	11	16	03	20
5	Rr	0	0.000	2025	11	16	03	15
5	Rr	0	0.000	2025	11	16	03	10
5	Rr	0	0.000	2025	11	16	03	05
5	Rr	0	0.000	2025	11	16	03	00
5	Rr	0	0.000	2025	11	16	02	55
5	Rr	0	0.000	2025	11	16	02	50
5	Rr	0	0.000	2025	11	16	02	45
5	Rr	0	0.000	2025	11	16	02	40
5	Rr	0	0.000	2025	11	16	02	35
5	Rr	0	0.000	2025	11	16	02	30
5	Rr	0	0.000	2025	11	16	02	25
5	Rr	1	0.000	2025	11	16	02	20
5	Rr	2	0.001	2025	11	16	02	15
5	Rr	0	0.000	2025	11	16	02	10
5	Rr	0	0.000	2025	11	16	02	05
5	Rr	0	0.000	2025	11	16	02	00
5	Rr	0	0.000	2025	11	16	01	55
5	Rr	0	0.000	2025	11	16	01	50
5	Rr	0	0.000	2025	11	16	01	45
5	Rr	0	0.000	2025	11	16	01	40
5	Rr	0	0.000	2025	11	16	01	35
5	Rr	0	0.000	2025	11	16	01	30
5	Rr	0	0.000	2025	11	16	01	25
5	Rr	0	0.000	2025	11	16	01	20
5	Rr	0	0.000	2025	11	16	01	15
5	Rr	0	0.000	2025	11	16	01	10
5	Rr	0	0.000	2025	11	16	01	05
5	Rr	0	0.000	2025	11	16	01	00
5	Rr	0	0.000	2025	11	16	00	55
5	Rr	0	0.000	2025	11	16	00	50
5	Rr	0	0.000	2025	11	16	00	45
5	Rr	0	0.000	2025	11	16	00	40
5	Rr	0	0.000	2025	11	16	00	35
5	Rr	0	0.000	2025	11	16	00	30
5	Rr	0	0.000	2025	11	16	00	25
5	Rr	0	0.000	2025	11	16	00	20
5	Rr	0	0.000	2025	11	16	00	15
5	Rr	0	0.000	2025	11	16	00	10
5	Rr	0	0.000	2025	11	16	00	05
5	Rr	1	0.000	2025	11	16	00	00
5	Rr	0	0.000	2025	11	15	23	55
5	Rr	0	0.000	2025	11	15	23	50
5	Rr	0	0.000	2025	11	15	23	45
5	Rr	0	0.000	2025	11	15	23	40
5	Rr	0	0.000	2025	11	15	23	35
5	Rr	0	0.000	2025	11	15	23	30
5	Rr	0	0.000	2025	11	15	23	25
5	Rr	0	0.000	2025	11	15	23	20
5	Rr	0	0.000	2025	11	15	23	15
5	Rr	0	0.000	2025	11	15	23	10
5	Rr	0	0.000	2025	11	15	23	05
5	Rr	0	0.000	2025	11	15	23	00
5	Rr	0	0.000	2025	11	15	22	55
5	Rr	0	0.000	2025	11	15	22	50
5	Rr	1	0.000	2025	11	15	22	45
5	Rr	1	0.000	2025	11	15	22	40
5	Rr	0	0.000	2025	11	15	22	35
5	Rr	0	0.000	2025	11	15	22	30
5	Rr	1	0.000	2025	11	15	22	25
5	Rr	0	0.000	2025	11	15	22	20
5	Rr	0	0.000	2025	11	15	22	15
5	Rr	0	0.000	2025	11	15	22	10
5	Rr	0	0.000	2025	11	15	22	05
5	Rr	0	0.000	2025	11	15	22	00
5	Rr	0	0.000	2025	11	15	21	55
5	Rr	0	0.000	2025	11	15	21	50
5	Rr	1	0.000	2025	11	15	21	45
5	Rr	0	0.000	2025	11	15	21	40
5	Rr	0	0.000	2025	11	15	21	35
5	Rr	0	0.000	2025	11	15	21	30
5	Rr	0	0.000	2025	11	15	21	25
5	Rr	0	0.000	2025	11	15	21	20
5	Rr	0	0.000	2025	11	15	21	15
5	Rr	0	0.000	2025	11	15	21	10
5	Rr	24	0.010	2025	11	15	21	05
5	Rr	0	0.000	2025	11	15	21	00
5	Rr	0	0.000	2025	11	15	20	55
5	Rr	0	0.000	2025	11	15	20	50
5	Rr	0	0.000	2025	11	15	20	45
5	Rr	0	0.000	2025	11	15	20	40
5	Rr	0	0.000	2025	11	15	20	35
5	Rr	0	0.000	2025	11	15	20	30
5	Rr	1	0.000	2025	11	15	20	25
5	Rr	1	0.000	2025	11	15	20	20
5	Rr	0	0.000	2025	11	15	20	15
5	Rr	0	0.000	2025	11	15	20	10
5	Rr	0	0.000	2025	11	15	20	05
5	Rr	0	0.000	2025	11	15	20	00
5	Rr	0	0.000	2025	11	15	19	55
5	Rr	0	0.000	2025	11	15	19	50
5	Rr	0	0.000	2025	11	15	19	45
5	Rr	0	0.000	2025	11	15	19	40
5	Rr	0	0.000	2025	11	15	19	35
5	Rr	0	0.000	2025	11	15	19	30
5	Rr	0	0.000	2025	11	15	19	25
5	Rr	0	0.000	2025	11	15	19	20
5	Rr	0	0.000	2025	11	15	19	15
5	Rr	0	0.000	2025	11	15	19	10
5	Rr	0	0.000	2025	11	15	19	05
5	Rr	0	0.000	2025	11	15	19	00
5	Rr	0	0.000	2025	11	15	18	55
5	Rr	0	0.000	2025	11	15	18	50
5	Rr	0	0.000	2025	11	15	18	45
5	Rr	0	0.000	2025	11	15	18	40
5	Rr	0	0.000	2025	11	15	18	35
5	Rr	0	0.000	2025	11	15	18	30
5	Rr	0	0.000	2025	11	15	18	25
5	Rr	0	0.000	2025	11	15	18	20
5	Rr	0	0.000	2025	11	15	18	15
5	Rr	0	0.000	2025	11	15	18	10
5	Rr	0	0.000	2025	11	15	18	05
5	Rr	0	0.000	2025	11	15	18	00
5	Rr	0	0.000	2025	11	15	17	55
5	Rr	0	0.000	2025	11	15	17	50
5	Rr	0	0.000	2025	11	15	17	45
5	Rr	0	0.000	2025	11	15	17	40
5	Rr	0	0.000	2025	11	15	17	35
5	Rr	0	0.000	2025	11	15	17	30
5	Rr	0	0.000	2025	11	15	17	25
5	Rr	0	0.000	2025	11	15	17	20
5	Rr	2	0.001	2025	11	15	17	15
5	Rr	0	0.000	2025	11	15	17	10
5	Rr	1	0.000	2025	11	15	17	05
5	Rr	0	0.000	2025	11	15	17	00
5	Rr	1	0.000	2025	11	15	16	55
5	Rr	0	0.000	2025	11	15	16	50
5	Rr	0	0.000	2025	11	15	16	45
5	Rr	1	0.000	2025	11	15	16	40
5	Rr	0	0.000	2025	11	15	16	35
5	Rr	0	0.000	2025	11	15	16	30
5	Rr	0	0.000	2025	11	15	16	25
5	Rr	0	0.000	2025	11	15	16	20
5	Rr	0	0.000	2025	11	15	16	15
5	Rr	0	0.000	2025	11	15	16	10
5	Rr	0	0.000	2025	11	15	16	05
5	Rr	0	0.000	2025	11	15	16	00
5	Rr	0	0.000	2025	11	15	15	55
5	Rr	0	0.000	2025	11	15	15	50
5	Rr	0	0.000	2025	11	15	15	45
5	Rr	1	0.000	2025	11	15	15	40
5	Rr	0	0.000	2025	11	15	15	35
5	Rr	0	0.000	2025	11	15	15	30
5	Rr	1	0.000	2025	11	15	15	25
5	Rr	0	0.000	2025	11	15	15	20
5	Rr	0	0.000	2025	11	15	15	15
5	Rr	0	0.000	2025	11	15	15	10
5	Rr	0	0.000	2025	11	15	15	05
5	Rr	0	0.000	2025	11	15	15	00
5	Rr	0	0.000	2025	11	15	14	55
5	Rr	0	0.000	2025	11	15	14	50
5	Rr	0	0.000	2025	11	15	14	45
5	Rr	0	0.000	2025	11	15	14	40
5	Rr	0	0.000	2025	11	15	14	35
5	Rr	1	0.000	2025	11	15	14	30
5	Rr	0	0.000	2025	11	15	14	25
5	Rr	0	0.000	2025	11	15	14	20
5	Rr	0	0.000	2025	11	15	14	15
5	Rr	0	0.000	2025	11	15	14	10
5	Rr	0	0.000	2025	11	15	14	05
5	Rr	1	0.000	2025	11	15	14	00
5	Rr	0	0.000	2025	11	15	13	55
5	Rr	0	0.000	2025	11	15	13	50
5	Rr	0	0.000	2025	11	15	13	45
5	Rr	0	0.000	2025	11	15	13	40
5	Rr	1	0.000	2025	11	15	13	35
5	Rr	0	0.000	2025	11	15	13	30
5	Rr	0	0.000	2025	11	15	13	25
5	Rr	0	0.000	2025	11	15	13	20
5	Rr	1	0.000	2025	11	15	13	15
5	Rr	0	0.000	2025	11	15	13	10
5	Rr	0	0.000	2025	11	15	13	05
5	Rr	1	0.000	2025	11	15	13	00
5	Rr	0	0.000	2025	11	15	12	55
5	Rr	1	0.000	2025	11	15	12	50
5	Rr	0	0.000	2025	11	15	12	45
5	Rr	0	0.000	2025	11	15	12	40
5	Rr	0	0.000	2025	11	15	12	35
5	Rr	0	0.000	2025	11	15	12	30
5	Rr	0	0.000	2025	11	15	12	25
5	Rr	0	0.000	2025	11	15	12	20
5	Rr	0	0.000	2025	11	15	12	15
5	Rr	1	0.000	2025	11	15	12	10
5	Rr	1	0.000	2025	11	15	12	05
5	Rr	0	0.000	2025	11	15	12	00
5	Rr	0	0.000	2025	11	15	11	55
5	Rr	0	0.000	2025	11	15	11	50
5	Rr	1	0.000	2025	11	15	11	45
5	Rr	0	0.000	2025	11	15	11	40
5	Rr	0	0.000	2025	11	15	11	35
5	Rr	0	0.000	2025	11	15	11	30
5	Rr	0	0.000	2025	11	15	11	25
